,MSW05_Binomial,MSW05_Order,MSW05_Family,AdultBodyMass_g,GR_Area_km2,RedList
1543,Genetta_johnstoni,Carnivora,Viverridae,2225,180606.44,VU
1544,Genetta_maculata,Carnivora,Viverridae,1950,12805950.62,LC
1545,Genetta_pardina,Carnivora,Viverridae,NA,1125427.08,LC
1546,Genetta_piscivora,Carnivora,Viverridae,1648.05,222754.63,DD
1547,Genetta_poensis,Carnivora,Viverridae,NA,NA,DD
1548,Genetta_servalina,Carnivora,Viverridae,1175.84,3667035.54,LC
1549,Genetta_thierryi,Carnivora,Viverridae,1400,2289307.11,LC
1550,Genetta_tigrina,Carnivora,Viverridae,2066.57,587510.9,LC
1551,Genetta_victoriae,Carnivora,Viverridae,2743.69,657455.4,LC
1552,Geocapromys_brownii,Rodentia,Capromyidae,1497.48,11081.39,VU
1553,Geocapromys_ingrahami,Rodentia,Capromyidae,733.52,8.36,VU
1554,Geocapromys_thoracatus,Rodentia,Capromyidae,1500,NA,EX
1555,Geogale_aurita,Afrosoricida,Tenrecidae,6.69,63241.93,LC
1556,Geomys_arenarius,Rodentia,Geomyidae,206,120898.65,NT
1557,Geomys_attwateri,Rodentia,Geomyidae,144.06,56381.49,LC
1558,Geomys_breviceps,Rodentia,Geomyidae,136.47,341932.19,LC
1559,Geomys_bursarius,Rodentia,Geomyidae,203.75,1538126.84,LC
1560,Geomys_knoxjonesi,Rodentia,Geomyidae,172.49,65255.15,LC
1561,Geomys_personatus,Rodentia,Geomyidae,397,34379.88,LC
1562,Geomys_pinetis,Rodentia,Geomyidae,201.15,242106.93,LC
1563,Geomys_texensis,Rodentia,Geomyidae,NA,23475.95,LC
1564,Geomys_tropicalis,Rodentia,Geomyidae,349.99,254.65,CR
1565,Georychus_capensis,Rodentia,Bathyergidae,188.36,145197.2,LC
1566,Geoxus_valdivianus,Rodentia,Cricetidae,30.8,182342.62,LC
1567,Gerbilliscus_afra,Rodentia,Muridae,92.13,93519.01,LC
1568,Gerbilliscus_boehmi,Rodentia,Muridae,NA,3560603.77,LC
1569,Gerbilliscus_brantsii,Rodentia,Muridae,89.41,2097491.88,LC
1570,Gerbilliscus_guineae,Rodentia,Muridae,102.5,331990.52,LC
1571,Gerbilliscus_inclusus,Rodentia,Muridae,118.5,789252.08,LC
1572,Gerbilliscus_kempi,Rodentia,Muridae,100.83,1339892.08,LC
1573,Gerbilliscus_leucogaster,Rodentia,Muridae,73.75,4629163.91,LC
1574,Gerbilliscus_nigricaudus,Rodentia,Muridae,123,1043171.39,LC
1575,Gerbilliscus_phillipsi,Rodentia,Muridae,127.07,112212.21,LC
1576,Gerbilliscus_robustus,Rodentia,Muridae,95.99,4584937.39,LC
1577,Gerbilliscus_validus,Rodentia,Muridae,121,6675553.83,LC
1578,Gerbillurus_paeba,Rodentia,Muridae,25.91,2281938.71,LC
1579,Gerbillurus_setzeri,Rodentia,Muridae,38.29,112926.9,LC
1580,Gerbillurus_tytonis,Rodentia,Muridae,29.79,46333.88,LC
1581,Gerbillurus_vallinus,Rodentia,Muridae,35.24,247919.77,LC
1582,Gerbillus_acticola,Rodentia,Muridae,NA,11121.72,DD
1583,Gerbillus_agag,Rodentia,Muridae,NA,1587068.59,DD
1584,Gerbillus_amoenus,Rodentia,Muridae,13.2,2405541.7,LC
1585,Gerbillus_andersoni,Rodentia,Muridae,27.5,54377.38,LC
1586,Gerbillus_aquilus,Rodentia,Muridae,NA,564499.9,LC
1587,Gerbillus_brockmani,Rodentia,Muridae,NA,8207.28,DD
1588,Gerbillus_burtoni,Rodentia,Muridae,NA,18441.09,DD
1589,Gerbillus_cheesmani,Rodentia,Muridae,28,2553937.84,LC
1590,Gerbillus_dunni,Rodentia,Muridae,NA,14101.39,LC
1591,Gerbillus_famulus,Rodentia,Muridae,NA,27974.75,LC
1592,Gerbillus_floweri,Rodentia,Muridae,NA,18.22,LC
1593,Gerbillus_gerbillus,Rodentia,Muridae,26.99,11449433.72,LC
1594,Gerbillus_gleadowi,Rodentia,Muridae,26.01,409918.82,LC
1595,Gerbillus_grobbeni,Rodentia,Muridae,NA,1373.45,DD
1596,Gerbillus_henleyi,Rodentia,Muridae,8,2211159.28,LC
1597,Gerbillus_hesperinus,Rodentia,Muridae,NA,14744.63,EN
1598,Gerbillus_hoogstraali,Rodentia,Muridae,NA,341.84,VU
1599,Gerbillus_latastei,Rodentia,Muridae,NA,51764.65,LC
1600,Gerbillus_mesopotamiae,Rodentia,Muridae,NA,274832.02,LC
1601,Gerbillus_muriculus,Rodentia,Muridae,NA,10686.78,DD
1602,Gerbillus_nancillus,Rodentia,Muridae,NA,16446.8,DD
1603,Gerbillus_nanus,Rodentia,Muridae,25.5,11234954.13,LC
1604,Gerbillus_nigeriae,Rodentia,Muridae,29.7,210504.65,LC
1605,Gerbillus_occiduus,Rodentia,Muridae,NA,177.99,DD
1606,Gerbillus_perpallidus,Rodentia,Muridae,52.22,86678.61,LC
1607,Gerbillus_poecilops,Rodentia,Muridae,NA,149223.36,LC
1608,Gerbillus_principulus,Rodentia,Muridae,NA,13010.3,DD
1609,Gerbillus_pulvinatus,Rodentia,Muridae,NA,12542.05,LC
1610,Gerbillus_pusillus,Rodentia,Muridae,12.55,529858.77,LC
1611,Gerbillus_pyramidum,Rodentia,Muridae,42.8,673374.84,LC
1612,Gerbillus_rosalinda,Rodentia,Muridae,NA,18621.39,LC
1613,Gerbillus_tarabuli,Rodentia,Muridae,NA,507731.82,LC
1614,Gerbillus_watersi,Rodentia,Muridae,NA,259090.46,LC
1615,Giraffa_camelopardalis,Artiodactyla,Giraffidae,964654.73,2791592.69,LC
1616,Glaucomys_sabrinus,Rodentia,Sciuridae,137.53,7838140.85,LC
1617,Glaucomys_volans,Rodentia,Sciuridae,71.9,3850610.98,LC
1618,Glauconycteris_alboguttata,Chiroptera,Vespertilionidae,NA,701738.61,LC
1619,Glauconycteris_argentata,Chiroptera,Vespertilionidae,9.3,3176921.13,LC
1620,Glauconycteris_beatrix,Chiroptera,Vespertilionidae,7.5,438945.12,LC
1621,Glauconycteris_curryae,Chiroptera,Vespertilionidae,NA,135394.2,DD
1622,Glauconycteris_egeria,Chiroptera,Vespertilionidae,NA,284430.95,DD
1623,Glauconycteris_gleni,Chiroptera,Vespertilionidae,10.81,211544.64,DD
1624,Glauconycteris_humeralis,Chiroptera,Vespertilionidae,5.49,292110.54,DD
1625,Glauconycteris_kenyacola,Chiroptera,Vespertilionidae,7.17,70.18,DD
1626,Glauconycteris_machadoi,Chiroptera,Vespertilionidae,NA,599.87,DD
1627,Glauconycteris_poensis,Chiroptera,Vespertilionidae,6.91,1787468.99,LC
1628,Glauconycteris_superba,Chiroptera,Vespertilionidae,NA,294978.85,LC
1629,Glauconycteris_variegata,Chiroptera,Vespertilionidae,11.25,9810939.42,LC
1630,Glironia_venusta,Didelphimorphia,Didelphidae,114,840174.99,LC
1631,Glirulus_japonicus,Rodentia,Gliridae,NA,190065.26,LC
1632,Glis_glis,Rodentia,Gliridae,128.09,3545668.83,LC
1633,Glischropus_javanus,Chiroptera,Vespertilionidae,NA,665.21,DD
1634,Glischropus_tylopus,Chiroptera,Vespertilionidae,4.59,1547134.18,LC
1635,Globicephala_macrorhynchus,Cetacea,Delphinidae,725999.99,NA,DD
1636,Globicephala_melas,Cetacea,Delphinidae,8.00E+05,NA,DD
1637,Glossophaga_commissarisi,Chiroptera,Phyllostomidae,9.15,4974223.1,LC
1638,Glossophaga_leachii,Chiroptera,Phyllostomidae,10.24,319942.69,LC
1639,Glossophaga_longirostris,Chiroptera,Phyllostomidae,13.32,557238.86,DD
1640,Glossophaga_morenoi,Chiroptera,Phyllostomidae,8.54,314356.09,LC
1641,Glossophaga_soricina,Chiroptera,Phyllostomidae,9.97,15465868.32,LC
1642,Glyphonycteris_behnii,Chiroptera,Phyllostomidae,NA,1043291.01,DD
1643,Glyphonycteris_daviesi,Chiroptera,Phyllostomidae,18.61,4760330.64,LC
1644,Glyphonycteris_sylvestris,Chiroptera,Phyllostomidae,8.91,7649954.44,LC
1645,Glyphotes_simus,Rodentia,Sciuridae,NA,29554.63,DD
1646,Golunda_ellioti,Rodentia,Muridae,60.73,2965326.1,LC
1647,Gorilla_beringei,Primates,Hominidae,149325.19,107960.27,EN
1648,Gorilla_gorilla,Primates,Hominidae,112588.99,625702.71,CR
1649,Gracilinanus_aceramarcae,Didelphimorphia,Didelphidae,20.5,382.7,LC
1650,Gracilinanus_agilis,Didelphimorphia,Didelphidae,22.03,2992991.41,LC
1651,Gracilinanus_dryas,Didelphimorphia,Didelphidae,18.53,105840.9,NT
1652,Gracilinanus_emiliae,Didelphimorphia,Didelphidae,7.59,1195231.14,DD
1653,Gracilinanus_marica,Didelphimorphia,Didelphidae,23.8,179494.96,LC
1654,Gracilinanus_microtarsus,Didelphimorphia,Didelphidae,29.3,375848.1,LC
1655,Grammomys_aridulus,Rodentia,Muridae,NA,27654.16,DD
1656,Grammomys_buntingi,Rodentia,Muridae,NA,174512.9,DD
1657,Grammomys_caniceps,Rodentia,Muridae,NA,1893.85,DD
1658,Grammomys_cometes,Rodentia,Muridae,45,415006.18,LC
1659,Grammomys_dolichurus,Rodentia,Muridae,41.85,10134666.76,LC
1660,Grammomys_dryas,Rodentia,Muridae,NA,115505.71,NT
1661,Grammomys_gigas,Rodentia,Muridae,NA,1961.7,EN
1662,Grammomys_ibeanus,Rodentia,Muridae,41.19,1377367.97,LC
1663,Grammomys_kuru,Rodentia,Muridae,NA,NA,LC
1664,Grammomys_macmillani,Rodentia,Muridae,37.01,2739580.43,LC
1665,Grammomys_minnae,Rodentia,Muridae,35.99,16054.94,VU
1666,Grampus_griseus,Cetacea,Delphinidae,387500,NA,LC
1667,Graomys_centralis,Rodentia,Cricetidae,NA,NA,DD
1668,Graomys_domorum,Rodentia,Cricetidae,102,267530.52,LC
1669,Graomys_edithae,Rodentia,Cricetidae,40.4,1501.77,DD
1670,Graomys_griseoflavus,Rodentia,Cricetidae,68.32,906311.52,LC
1671,Graphiurus_angolensis,Rodentia,Gliridae,NA,NA,DD
1672,Graphiurus_christyi,Rodentia,Gliridae,NA,211548.46,LC
1673,Graphiurus_crassicaudatus,Rodentia,Gliridae,NA,160434.42,DD
1674,Graphiurus_johnstoni,Rodentia,Gliridae,NA,NA,DD
1675,Graphiurus_kelleni,Rodentia,Gliridae,10.5,3177873.93,LC
1676,Graphiurus_lorraineus,Rodentia,Gliridae,NA,2762057.28,LC
1677,Graphiurus_microtis,Rodentia,Gliridae,NA,94285.38,LC
1678,Graphiurus_monardi,Rodentia,Gliridae,NA,126848.47,DD
1679,Graphiurus_murinus,Rodentia,Gliridae,20.07,7836495.07,LC
1680,Graphiurus_nagtglasii,Rodentia,Gliridae,30,758306.28,LC
1681,Graphiurus_ocularis,Rodentia,Gliridae,68.8,594310.76,LC
1682,Graphiurus_platyops,Rodentia,Gliridae,46.1,1449912.28,LC
1683,Graphiurus_rupicola,Rodentia,Gliridae,NA,164009.28,LC
1684,Graphiurus_surdus,Rodentia,Gliridae,NA,52630.81,DD
1685,Gulo_gulo,Carnivora,Mustelidae,12792.49,24495951.71,LC
1686,Gymnobelideus_leadbeateri,Diprotodontia,Petauridae,137.32,8327.67,EN
1687,Gymnuromys_roberti,Rodentia,Nesomyidae,97.5,29664.32,LC
1688,Habromys_chinanteco,Rodentia,Cricetidae,40,360,CR
1689,Habromys_delicatulus,Rodentia,Cricetidae,NA,NA,CR
1690,Habromys_ixtlani,Rodentia,Cricetidae,NA,NA,CR
1691,Habromys_lepturus,Rodentia,Cricetidae,84.99,NA,CR
1692,Habromys_lophurus,Rodentia,Cricetidae,40,42237.85,NT
1693,Habromys_simulatus,Rodentia,Cricetidae,40,15451.67,EN
1694,Hadromys_humei,Rodentia,Muridae,NA,NA,EN
1695,Hadromys_yunnanensis,Rodentia,Muridae,NA,NA,DD
1696,Haeromys_margarettae,Rodentia,Muridae,NA,398.16,DD
1697,Haeromys_minahassae,Rodentia,Muridae,NA,916.74,VU
1698,Haeromys_pusillus,Rodentia,Muridae,NA,38248.7,VU
1699,Halichoerus_grypus,Carnivora,Phocidae,197570.01,NA,LC
1700,Handleyomys_fuscatus,Rodentia,Cricetidae,49.5,79797.77,LC
1701,Handleyomys_intectus,Rodentia,Cricetidae,60.5,2333.17,LC
1702,Hapalemur_alaotrensis,Primates,Lemuridae,1616.83,214.53,CR
1703,Hapalemur_aureus,Primates,Lemuridae,1562.41,9313.01,EN
1704,Hapalemur_griseus,Primates,Lemuridae,916,89049.73,VU
1705,Hapalemur_occidentalis,Primates,Lemuridae,NA,20361.36,VU
1706,Hapalomys_delacouri,Rodentia,Muridae,NA,96345.31,VU
1707,Hapalomys_longicaudatus,Rodentia,Muridae,70,79996.41,EN
1708,Haplonycteris_fischeri,Chiroptera,Pteropodidae,18.25,242390.28,LC
1709,Harpiocephalus_harpia,Chiroptera,Vespertilionidae,13.65,1462960.55,LC
1710,Harpiocephalus_mordax,Chiroptera,Vespertilionidae,NA,105934.48,DD
1711,Harpyionycteris_celebensis,Chiroptera,Pteropodidae,116.77,105330.59,VU
1712,Harpyionycteris_whiteheadi,Chiroptera,Pteropodidae,135.48,231112.21,LC
1713,Heimyscus_fumosus,Rodentia,Muridae,17.2,388339.4,LC
1714,Helarctos_malayanus,Carnivora,Ursidae,57075.78,2525372.13,VU
1715,Heliophobius_argenteocinereus,Rodentia,Bathyergidae,159.46,2206524.59,LC
1716,Heliosciurus_gambianus,Rodentia,Sciuridae,248.36,6900748.55,LC
1717,Heliosciurus_mutabilis,Rodentia,Sciuridae,390,1316439.18,LC
1718,Heliosciurus_punctatus,Rodentia,Sciuridae,173.85,382580.46,DD
1719,Heliosciurus_rufobrachium,Rodentia,Sciuridae,332.88,3868056.99,LC
1720,Heliosciurus_ruwenzorii,Rodentia,Sciuridae,291,129123.34,LC
1721,Heliosciurus_undulatus,Rodentia,Sciuridae,347.33,118631.03,DD
1722,Helogale_hirtula,Carnivora,Herpestidae,484.63,1080149.67,LC
1723,Helogale_parvula,Carnivora,Herpestidae,281.83,6944753.53,LC
1724,Hemibelideus_lemuroides,Diprotodontia,Pseudocheiridae,993.59,22321.21,NT
1725,Hemicentetes_nigriceps,Afrosoricida,Tenrecidae,102.99,4457.41,LC
1726,Hemicentetes_semispinosus,Afrosoricida,Tenrecidae,134,97855.43,LC
1727,Hemiechinus_auritus,Erinaceomorpha,Erinaceidae,322.04,8779465.11,LC
1728,Hemiechinus_collaris,Erinaceomorpha,Erinaceidae,NA,717631.18,LC
1729,Hemigalus_derbyanus,Carnivora,Viverridae,1262.7,1431386.4,VU
1730,Hemitragus_jemlahicus,Artiodactyla,Bovidae,68616.43,130100.31,NT
1731,Herpestes_brachyurus,Carnivora,Herpestidae,1396.16,1313618.8,LC
1732,Herpestes_fuscus,Carnivora,Herpestidae,NA,91597.58,VU
1733,Herpestes_ichneumon,Carnivora,Herpestidae,2980.02,14429050.1,LC
1734,Herpestes_javanicus,Carnivora,Herpestidae,750,6880297.87,LC
1735,Herpestes_naso,Carnivora,Herpestidae,3002.08,2499072.82,LC
1736,Herpestes_semitorquatus,Carnivora,Herpestidae,NA,209629.86,DD
1737,Herpestes_smithii,Carnivora,Herpestidae,1702.5,1629561.03,LC
1738,Herpestes_urva,Carnivora,Herpestidae,2384.19,3243514.37,LC
1739,Herpestes_vitticollis,Carnivora,Herpestidae,2380,197229,LC
1740,Hesperoptenus_blanfordi,Chiroptera,Vespertilionidae,6.91,457426.59,LC
1741,Hesperoptenus_doriae,Chiroptera,Vespertilionidae,NA,6872.68,DD
1742,Hesperoptenus_gaskelli,Chiroptera,Vespertilionidae,NA,8.89,DD
1743,Hesperoptenus_tickelli,Chiroptera,Vespertilionidae,16.3,425021.1,LC
1744,Hesperoptenus_tomesi,Chiroptera,Vespertilionidae,NA,4472.42,VU
1745,Heterocephalus_glaber,Rodentia,Bathyergidae,39.36,1324439.84,LC
1746,Heterohyrax_brucei,Hyracoidea,Procaviidae,2453.66,6954996.2,LC
1747,Heteromys_anomalus,Rodentia,Heteromyidae,69.06,238956.98,LC
1748,Heteromys_australis,Rodentia,Heteromyidae,267.49,33112.2,LC
1749,Heteromys_desmarestianus,Rodentia,Heteromyidae,74,479714.68,LC
1750,Heteromys_gaumeri,Rodentia,Heteromyidae,63.59,168039.08,LC
1751,Heteromys_nelsoni,Rodentia,Heteromyidae,67.55,1561.5,EN
1752,Heteromys_oasicus,Rodentia,Heteromyidae,NA,NA,EN
1753,Heteromys_oresterus,Rodentia,Heteromyidae,74.8,1335.88,LC
1754,Heteromys_teleus,Rodentia,Heteromyidae,NA,NA,VU
1755,Heteropsomys_insulans,Rodentia,Echimyidae,NA,NA,EX
1756,Hexolobodon_phenax,Rodentia,Capromyidae,NA,NA,EX
1757,Hippocamelus_antisensis,Artiodactyla,Cervidae,68599.35,993123.79,VU
1758,Hippocamelus_bisulcus,Artiodactyla,Cervidae,69240.81,121225.02,EN
1759,Hippopotamus_amphibius,Artiodactyla,Hippopotamidae,1536310.4,1849389.21,VU
1760,Hipposideros_abae,Chiroptera,Hipposideridae,NA,3812422.28,LC
1761,Hipposideros_armiger,Chiroptera,Hipposideridae,49.99,4465866.75,LC
1762,Hipposideros_ater,Chiroptera,Hipposideridae,5.86,5724145.6,LC
1763,Hipposideros_beatus,Chiroptera,Hipposideridae,6.7,2114795.09,LC
1764,Hipposideros_bicolor,Chiroptera,Hipposideridae,8.39,1065065.85,LC
1765,Hipposideros_breviceps,Chiroptera,Hipposideridae,NA,630.6,DD
1766,Hipposideros_caffer,Chiroptera,Hipposideridae,9.46,13549718.44,LC
1767,Hipposideros_calcaratus,Chiroptera,Hipposideridae,NA,272468.46,LC
1768,Hipposideros_camerunensis,Chiroptera,Hipposideridae,NA,336169.3,DD
1769,Hipposideros_cervinus,Chiroptera,Hipposideridae,8.51,1626251.7,LC
1770,Hipposideros_cineraceus,Chiroptera,Hipposideridae,3.84,1962284.84,LC
1771,Hipposideros_commersoni,Chiroptera,Hipposideridae,89.99,17699930.41,NT
1772,Hipposideros_coronatus,Chiroptera,Hipposideridae,NA,1063.57,DD
1773,Hipposideros_corynophyllus,Chiroptera,Hipposideridae,15.07,2289.85,DD
1774,Hipposideros_coxi,Chiroptera,Hipposideridae,NA,2636.06,DD
1775,Hipposideros_crumeniferus,Chiroptera,Hipposideridae,NA,2424.77,DD
1776,Hipposideros_curtus,Chiroptera,Hipposideridae,NA,8853.55,VU
1777,Hipposideros_cyclops,Chiroptera,Hipposideridae,32.92,3655886.68,LC
1778,Hipposideros_demissus,Chiroptera,Hipposideridae,NA,3352.82,VU
1779,Hipposideros_diadema,Chiroptera,Hipposideridae,46.9,3232983.89,LC
1780,Hipposideros_dinops,Chiroptera,Hipposideridae,NA,16310.89,DD
1781,Hipposideros_doriae,Chiroptera,Hipposideridae,4.24,28807.06,NT
1782,Hipposideros_durgadasi,Chiroptera,Hipposideridae,NA,18651.07,EN
1783,Hipposideros_dyacorum,Chiroptera,Hipposideridae,NA,343384.42,LC
1784,Hipposideros_edwardshilli,Chiroptera,Hipposideridae,NA,627.82,DD
1785,Hipposideros_fuliginosus,Chiroptera,Hipposideridae,NA,1904203.28,LC
1786,Hipposideros_fulvus,Chiroptera,Hipposideridae,8.83,3335652.43,LC
1787,Hipposideros_galeritus,Chiroptera,Hipposideridae,10.17,1820493.51,LC
1788,Hipposideros_gigas,Chiroptera,Hipposideridae,115.42,12658088.24,LC
1789,Hipposideros_grandis,Chiroptera,Hipposideridae,NA,315496.46,DD
1790,Hipposideros_halophyllus,Chiroptera,Hipposideridae,4,15830.68,EN
1791,Hipposideros_hypophyllus,Chiroptera,Hipposideridae,NA,78200.16,EN
1792,Hipposideros_inexpectatus,Chiroptera,Hipposideridae,NA,8430.51,DD
1793,Hipposideros_inornatus,Chiroptera,Hipposideridae,25.9,48918.55,VU
1794,Hipposideros_jonesi,Chiroptera,Hipposideridae,5.49,837179.2,NT
1795,Hipposideros_lamottei,Chiroptera,Hipposideridae,NA,452875.3,CR
1796,Hipposideros_lankadiva,Chiroptera,Hipposideridae,44.76,2165475.54,LC
1797,Hipposideros_larvatus,Chiroptera,Hipposideridae,19.95,3785609.68,LC
1798,Hipposideros_lekaguli,Chiroptera,Hipposideridae,31.08,200167.27,NT
1799,Hipposideros_lylei,Chiroptera,Hipposideridae,40,428641.22,LC
1800,Hipposideros_macrobullatus,Chiroptera,Hipposideridae,NA,2348.21,DD
1801,Hipposideros_madurae,Chiroptera,Hipposideridae,NA,44856.12,LC
1802,Hipposideros_maggietaylorae,Chiroptera,Hipposideridae,16.1,319262.26,LC
1803,Hipposideros_marisae,Chiroptera,Hipposideridae,NA,32672.05,VU
1804,Hipposideros_megalotis,Chiroptera,Hipposideridae,NA,186129.96,LC
1805,Hipposideros_muscinus,Chiroptera,Hipposideridae,NA,239509.29,DD
1806,Hipposideros_nequam,Chiroptera,Hipposideridae,NA,68.95,DD
1807,Hipposideros_obscurus,Chiroptera,Hipposideridae,9.6,219776.44,LC
1808,Hipposideros_orbiculus,Chiroptera,Hipposideridae,NA,1442.51,EN
1809,Hipposideros_papua,Chiroptera,Hipposideridae,NA,25011.58,LC
1810,Hipposideros_pelingensis,Chiroptera,Hipposideridae,NA,5493.35,NT
1811,Hipposideros_pomona,Chiroptera,Hipposideridae,6.2,3983753.98,LC
1812,Hipposideros_pratti,Chiroptera,Hipposideridae,NA,2681527.23,LC
1813,Hipposideros_pygmaeus,Chiroptera,Hipposideridae,3.53,134870.52,LC
1814,Hipposideros_ridleyi,Chiroptera,Hipposideridae,9.59,178832.48,VU
1815,Hipposideros_rotalis,Chiroptera,Hipposideridae,NA,20917.08,LC
1816,Hipposideros_ruber,Chiroptera,Hipposideridae,10.61,6919468.79,LC
1817,Hipposideros_scutinares,Chiroptera,Hipposideridae,NA,NA,VU
1818,Hipposideros_semoni,Chiroptera,Hipposideridae,14,159686.83,DD
1819,Hipposideros_sorenseni,Chiroptera,Hipposideridae,NA,42857.48,VU
1820,Hipposideros_speoris,Chiroptera,Hipposideridae,10.39,1072136.01,LC
1821,Hipposideros_stenotis,Chiroptera,Hipposideridae,12,492128.37,LC
1822,Hipposideros_sumbae,Chiroptera,Hipposideridae,NA,41062.47,LC
1823,Hipposideros_thomensis,Chiroptera,Hipposideridae,NA,862.58,LC
1824,Hipposideros_turpis,Chiroptera,Hipposideridae,33.31,293300.8,NT
1825,Hipposideros_vittatus,Chiroptera,Hipposideridae,NA,12658503.07,NT
1826,Hipposideros_wollastoni,Chiroptera,Hipposideridae,6.93,98200.95,LC
1827,Hippotragus_equinus,Artiodactyla,Bovidae,264173.96,8018853.26,LC
1828,Hippotragus_leucophaeus,Artiodactyla,Bovidae,149999.99,NA,EX
1829,Hippotragus_niger,Artiodactyla,Bovidae,236405.9,3149646.92,LC
1830,Histiotus_alienus,Chiroptera,Vespertilionidae,NA,442813.05,DD
1831,Histiotus_humboldti,Chiroptera,Vespertilionidae,NA,NA,DD
1832,Histiotus_laephotis,Chiroptera,Vespertilionidae,NA,974450.52,NT
1833,Histiotus_macrotus,Chiroptera,Vespertilionidae,11,1199544.41,LC
1834,Histiotus_magellanicus,Chiroptera,Vespertilionidae,NA,1093128.73,LC
1835,Histiotus_montanus,Chiroptera,Vespertilionidae,NA,2999898.7,LC
1836,Histiotus_velatus,Chiroptera,Vespertilionidae,11.32,3459699.44,DD
1837,Histriophoca_fasciata,Carnivora,Phocidae,90000,NA,DD
1838,Hodomys_alleni,Rodentia,Cricetidae,367.59,215347.16,LC
1839,Holochilus_brasiliensis,Rodentia,Cricetidae,155,1618556.23,LC
1840,Holochilus_chacarius,Rodentia,Cricetidae,204,323383.6,LC
1841,Holochilus_sciureus,Rodentia,Cricetidae,120.42,6661497.75,LC
1842,Homo_sapiens,Primates,Hominidae,58540.63,NA,LC
1843,Hoplomys_gymnurus,Rodentia,Echimyidae,281.42,404762.49,LC
1844,Hyaena_brunnea,Carnivora,Hyaenidae,42977.93,1981470.71,NT
1845,Hyaena_hyaena,Carnivora,Hyaenidae,35070.51,24254343.2,NT
1846,Hybomys_badius,Rodentia,Muridae,NA,15939.64,EN
1847,Hybomys_basilii,Rodentia,Muridae,NA,1953.16,EN
1848,Hybomys_lunaris,Rodentia,Muridae,NA,281862.7,VU
1849,Hybomys_planifrons,Rodentia,Muridae,49.6,123523.72,LC
1850,Hybomys_trivirgatus,Rodentia,Muridae,60.08,362389.12,LC
1851,Hybomys_univittatus,Rodentia,Muridae,54.46,2497651.36,LC
1852,Hydrochoerus_hydrochaeris,Rodentia,Caviidae,48144.91,12726191.09,LC
1853,Hydrochoerus_isthmius,Rodentia,Caviidae,21267.32,307442.57,DD
1854,Hydrodamalis_gigas,Sirenia,Dugongidae,4.00E+06,NA,EX
1855,Hydromys_chrysogaster,Rodentia,Muridae,626.17,3891043.27,LC
1856,Hydromys_hussoni,Rodentia,Muridae,NA,717.32,DD
1857,Hydromys_neobritannicus,Rodentia,Muridae,NA,35567.2,DD
1858,Hydropotes_inermis,Artiodactyla,Cervidae,12760.04,1140413.15,VU
1859,Hydrurga_leptonyx,Carnivora,Phocidae,352675.48,NA,LC
1860,Hyemoschus_aquaticus,Artiodactyla,Tragulidae,10850,2571576.3,LC
1861,Hyladelphys_kalinowskii,Didelphimorphia,Didelphidae,NA,NA,LC
1862,Hylobates_agilis,Primates,Hylobatidae,5829.08,140009.66,EN
1863,Hylobates_albibarbis,Primates,Hylobatidae,NA,159603.65,EN
1864,Hylobates_klossii,Primates,Hylobatidae,5822.29,6044.85,EN
1865,Hylobates_lar,Primates,Hylobatidae,5578.61,425651.78,EN
1866,Hylobates_moloch,Primates,Hylobatidae,5860.81,20157.87,EN
1867,Hylobates_muelleri,Primates,Hylobatidae,5909.81,511224.13,EN
1868,Hylobates_pileatus,Primates,Hylobatidae,5542.37,140831.03,EN
1869,Hylochoerus_meinertzhageni,Artiodactyla,Suidae,198130.47,2227871.01,LC
1870,Hylomys_megalotis,Erinaceomorpha,Erinaceidae,NA,NA,DD
1871,Hylomys_parvus,Erinaceomorpha,Erinaceidae,NA,73.08,VU
1872,Hylomys_suillus,Erinaceomorpha,Erinaceidae,57.61,1564335,LC
1873,Hylomyscus_aeta,Rodentia,Muridae,22.13,1642063.26,LC
1874,Hylomyscus_alleni,Rodentia,Muridae,19.94,953345.49,LC
1875,Hylomyscus_baeri,Rodentia,Muridae,NA,89121.81,EN
1876,Hylomyscus_carillus,Rodentia,Muridae,NA,260098.81,LC
1877,Hylomyscus_denniae,Rodentia,Muridae,35.99,382114.24,LC
1878,Hylomyscus_grandis,Rodentia,Muridae,NA,NA,CR
1879,Hylomyscus_parvus,Rodentia,Muridae,14.49,412234.93,LC
1880,Hylomyscus_stella,Rodentia,Muridae,18.99,2860285.48,LC
1881,Hylonycteris_underwoodi,Chiroptera,Phyllostomidae,7.5,954887.07,LC
1882,Hylopetes_alboniger,Rodentia,Sciuridae,255.38,1139108.65,LC
1883,Hylopetes_bartelsi,Rodentia,Sciuridae,NA,20202.96,DD
1884,Hylopetes_lepidus,Rodentia,Sciuridae,63.28,186400.68,DD
1885,Hylopetes_nigripes,Rodentia,Sciuridae,NA,11578.53,NT
